152	#Ethiopia|#Ethiopia	#Ethiopia|#Ethiopia	NIL
143	#Eritrea|#Eritrea	#Eritrea|#Eritrea	NIL
93	ኦሮምያ|ኦሮምያ	ኦሮምያ|ኦሮምያ	NIL
83	#VOATigrigna|#VOATigrigna	#VOATigrigna|#VOATigrigna	NIL
79	#VOA|#VOA	#VOA|#VOA	NIL
55	ኦሮሚያ|ኦሮሚያ	ኦሮሚያ|ኦሮሚያ	NIL
38	ህግደፍ|ህግደፍ	ህግደፍ|ህግደፍ	NIL
35	ኦሮሞ|ኦሮሞ	ኦሮሞ|ኦሮሞ	NIL
35	ኣምሓራ|ኣምሓራ	ኣምሓራ|ኣምሓራ	NIL
31	ኤርትራውያን|ኤርትራውያን	ኤርትራውያን|ኤርትራውያን	NIL
24	ዳዒሽ|ዳዒሽ	ዳዒሽ|ዳዒሽ	NIL
24	ሶማል|ሶማል	ሶማል|ሶማል	NIL
22	@VOATigrigna:|@VOATigrigna:	@VOATigrigna:|@VOATigrigna:	NIL
17	እንጦንዮስ|እንጦንዮስ	እንጦንዮስ|እንጦንዮስ	NIL
16	ሕቡራት ሃገራት|ሕቡራት ሃገራት	ሕቡራት ሃገራት|ሕቡራት ሃገራት	NIL
15	ኣዲስ ኣበባን|ኣዲስ ኣበባን	ኣዲስ ኣበባን|ኣዲስ ኣበባን	NIL
15	#Somalia|#Somalia	#Somalia|#Somalia	NIL
15	ዳዕሽ|ዳዕሽ	ዳዕሽ|ዳዕሽ	NIL
14	ጀነቫ|ጀነቫ	ጀነቫ|ጀነቫ	NIL
13	ኣል-ሸባብ|ኣል-ሸባብ	ኣል-ሸባብ|ኣል-ሸባብ	NIL
13	ፈረንሳ|ፈረንሳ	ፈረንሳ|ፈረንሳ	NIL
10	ውድብ ጥዕና ዓለም|ውድብ ጥዕና ዓለም	ውድብ ጥዕና ዓለም|ውድብ ጥዕና ዓለም	NIL
10	ኦሮምያን|ኦሮምያን	ኦሮምያን|ኦሮምያን	NIL
10	ኢሳይያስ|ኢሳይያስ	ኢሳይያስ|ኢሳይያስ	NIL
10	ኣምነስቲ ኢንተርናሽናል|ኣምነስቲ ኢንተርናሽናል	ኣምነስቲ ኢንተርናሽናል|ኣምነስቲ ኢንተርናሽናል	NIL
9	#Oromia|#Oromia	#Oromia|#Oromia	NIL
9	ግብጺ|ግብጺ	ግብጺ|ግብጺ	NIL
9	#Kenya|#Kenya	#Kenya|#Kenya	NIL
9	ባራክ ኦባማ|ባራክ ኦባማ	ባራክ ኦባማ|ባራክ ኦባማ	NIL
8	ቱርኪ|ቱርኪ	ቱርኪ|ቱርኪ	NIL
8	ወለጋ|ወለጋ	ወለጋ|ወለጋ	NIL
8	ኣንጎላ|ኣንጎላ	ኣንጎላ|ኣንጎላ	NIL
8	ኒውዮርክ|ኒውዮርክ	ኒውዮርክ|ኒውዮርክ	NIL
8	ጌታቸው ረዳ|ጌታቸው ረዳ	ጌታቸው ረዳ|ጌታቸው ረዳ	NIL
7	ፈይሳ ለሊሳ|ፈይሳ ለሊሳ	ፈይሳ ለሊሳ|ፈይሳ ለሊሳ	NIL
7	ዴምህት|ዴምህት	ዴምህት|ዴምህት	NIL
7	ኣምቦ|ኣምቦ	ኣምቦ|ኣምቦ	NIL
7	ስርት|ስርት	ስርት|ስርት	NIL
7	ሚኒስትሪ ጥዕና|ሚኒስትሪ ጥዕና	ሚኒስትሪ ጥዕና|ሚኒስትሪ ጥዕና	NIL
7	ሸገራብ|ሸገራብ	ሸገራብ|ሸገራብ	NIL
7	ኦህዴድ|ኦህዴድ	ኦህዴድ|ኦህዴድ	NIL
7	ሃረርጌ|ሃረርጌ	ሃረርጌ|ሃረርጌ	NIL
6	ዶቸ ቬለ|ዶቸ ቬለ	ዶቸ ቬለ|ዶቸ ቬለ	NIL
6	ወልቃይት|ወልቃይት	ወልቃይት|ወልቃይት	NIL
6	ዙማ|ዙማ	ዙማ|ዙማ	NIL
6	ከለን|ከለን	ከለን|ከለን	NIL
6	#OromoProtests|#OromoProtests	#OromoProtests|#OromoProtests	NIL
6	#VOATIGRIGNA|#VOATIGRIGNA	#VOATIGRIGNA|#VOATIGRIGNA	NIL
6	ኣህጉራዊ ውድብ ስደት|ኣህጉራዊ ውድብ ስደት	ኣህጉራዊ ውድብ ስደት|ኣህጉራዊ ውድብ ስደት	NIL
6	ሶርያን|ሶርያን	ሶርያን|ሶርያን	NIL
6	ህወሓት|ህወሓት	ህወሓት|ህወሓት	NIL
6	ኣምሓራን|ኣምሓራን	ኣምሓራን|ኣምሓራን	NIL
5	#USA|#USA	#USA|#USA	NIL
5	#ارتريا|#ارتريا	#ارتريا|#ارتريا	NIL
5	ሊብያን|ሊብያን	ሊብያን|ሊብያን	NIL
5	ካናዳን|ካናዳን	ካናዳን|ካናዳን	NIL
5	ትግራይን|ትግራይን	ትግራይን|ትግራይን	NIL
5	ሊብያውያን|ሊብያውያን	ሊብያውያን|ሊብያውያን	NIL
5	ነቀምቲ|ነቀምቲ	ነቀምቲ|ነቀምቲ	NIL
5	ኣፍሪቃውያን|ኣፍሪቃውያን	ኣፍሪቃውያን|ኣፍሪቃውያን	NIL
5	መድሃኔ ይሕደጎ መርእድ|መድሃኔ ይሕደጎ መርእድ	መድሃኔ ይሕደጎ መርእድ|መድሃኔ ይሕደጎ መርእድ	NIL
5	ሰቲት ሑመራ|ሰቲት ሑመራ	ሰቲት ሑመራ|ሰቲት ሑመራ	NIL
5	ለቀምቲ|ለቀምቲ	ለቀምቲ|ለቀምቲ	NIL
4	ግሪኽን|ግሪኽን	ግሪኽን|ግሪኽን	NIL
4	መድሃኔ ይሕደጎ|መድሃኔ ይሕደጎ	መድሃኔ ይሕደጎ|መድሃኔ ይሕደጎ	NIL
4	ሬድዮ ኤረና|ሬድዮ ኤረና	ሬድዮ ኤረና|ሬድዮ ኤረና	NIL
4	ወልቃይት ፀገዴ|ወልቃይት ፀገዴ	ወልቃይት ፀገዴ|ወልቃይት ፀገዴ	NIL
4	ማረት|ማረት	ማረት|ማረት	NIL
4	ሽወደን|ሽወደን	ሽወደን|ሽወደን	NIL
4	ምብራቕን|ምብራቕን	ምብራቕን|ምብራቕን	NIL
4	ቪኦኤ|ቪኦኤ	ቪኦኤ|ቪኦኤ	NIL
4	ኣሜሪካን|ኣሜሪካን	ኣሜሪካን|ኣሜሪካን	NIL
4	ብራስለስ|ብራስለስ	ብራስለስ|ብራስለስ	NIL
4	ፈይሳ|ፈይሳ	ፈይሳ|ፈይሳ	NIL
4	ስዑዲ ዓረብ|ስዑዲ ዓረብ	ስዑዲ ዓረብ|ስዑዲ ዓረብ	NIL
4	ቢሸፍቱ|ቢሸፍቱ	ቢሸፍቱ|ቢሸፍቱ	NIL
4	ሮቢት|ሮቢት	ሮቢት|ሮቢት	NIL
4	ወያነ|ወያነ	ወያነ|ወያነ	NIL
4	ሁማን ራይትስ ዎች|ሁማን ራይትስ ዎች	ሁማን ራይትስ ዎች|ሁማን ራይትስ ዎች	NIL
4	ሃመር|ሃመር	ሃመር|ሃመር	NIL
4	ግሪኽ|ግሪኽ	ግሪኽ|ግሪኽ	NIL
4	ዳባት|ዳባት	ዳባት|ዳባት	NIL
4	ቡርኪናፋሶ|ቡርኪናፋሶ	ቡርኪናፋሶ|ቡርኪናፋሶ	NIL
4	ዲዮስቆሮስ|ዲዮስቆሮስ	ዲዮስቆሮስ|ዲዮስቆሮስ	NIL
4	ንቪኦኤ|ንቪኦኤ	ንቪኦኤ|ንቪኦኤ	NIL
4	#France|#France	#France|#France	NIL
4	ኣሕፈሮም|ኣሕፈሮም	ኣሕፈሮም|ኣሕፈሮም	NIL
4	#Libya|#Libya	#Libya|#Libya	NIL
4	ሸዋ|ሸዋ	ሸዋ|ሸዋ	NIL
4	ኣንዋር መስጊድ|ኣንዋር መስጊድ	ኣንዋር መስጊድ|ኣንዋር መስጊድ	NIL
4	ቆቦ|ቆቦ	ቆቦ|ቆቦ	NIL
4	ኤስደለ|ኤስደለ	ኤስደለ|ኤስደለ	NIL
3	ራያ ቆቦ|ራያ ቆቦ	ራያ ቆቦ|ራያ ቆቦ	NIL
3	መሓሪ|መሓሪ	መሓሪ|መሓሪ	NIL
3	'ዘ-ኣድሬስ'|'ዘ-ኣድሬስ'	'ዘ-ኣድሬስ'|'ዘ-ኣድሬስ'	NIL
3	ጎንደርን|ጎንደርን	ጎንደርን|ጎንደርን	NIL
3	ኣትላንቲክ ካውንስል|ኣትላንቲክ ካውንስል	ኣትላንቲክ ካውንስል|ኣትላንቲክ ካውንስል	NIL
3	ሃፍታሙ ኣያሌዉ|ሃፍታሙ ኣያሌዉ	ሃፍታሙ ኣያሌዉ|ሃፍታሙ ኣያሌዉ	NIL
3	ምብራቕ|ምብራቕ	ምብራቕ|ምብራቕ	NIL
3	ግርማ አስመሮም|ግርማ አስመሮም	ግርማ አስመሮም|ግርማ አስመሮም	NIL
3	ማእከል|ማእከል	ማእከል|ማእከል	NIL
3	ራያ ዓዘቦ|ራያ ዓዘቦ	ራያ ዓዘቦ|ራያ ዓዘቦ	NIL
3	ምክሩ|ምክሩ	ምክሩ|ምክሩ	NIL
3	ኦሮሞን|ኦሮሞን	ኦሮሞን|ኦሮሞን	NIL
3	ሕብረት ኣፍሪቃ|ሕብረት ኣፍሪቃ	ሕብረት ኣፍሪቃ|ሕብረት ኣፍሪቃ	NIL
3	ሚንስቴር ሕርሻን ሃፍቲ ተፈጥሮን|ሚንስቴር ሕርሻን ሃፍቲ ተፈጥሮን	ሚንስቴር ሕርሻን ሃፍቲ ተፈጥሮን|ሚንስቴር ሕርሻን ሃፍቲ ተፈጥሮን	NIL
3	ኢሳያስን|ኢሳያስን	ኢሳያስን|ኢሳያስን	NIL
3	ጀኔቫ|ጀኔቫ	ጀኔቫ|ጀኔቫ	NIL
3	ሳሊሕ ኣሕመዲን|ሳሊሕ ኣሕመዲን	ሳሊሕ ኣሕመዲን|ሳሊሕ ኣሕመዲን	NIL
3	ግርማ|ግርማ	ግርማ|ግርማ	NIL
3	ኣላማጣ|ኣላማጣ	ኣላማጣ|ኣላማጣ	NIL
3	ዑስማን ኣደም|ዑስማን ኣደም	ዑስማን ኣደም|ዑስማን ኣደም	NIL
3	ፓትርሻ ሃስላክ|ፓትርሻ ሃስላክ	ፓትርሻ ሃስላክ|ፓትርሻ ሃስላክ	NIL
3	ኦርላንዶ|ኦርላንዶ	ኦርላንዶ|ኦርላንዶ	NIL
3	መርማሪ ኮምሽን ሰብኣዊ መሰላት|መርማሪ ኮምሽን ሰብኣዊ መሰላት	መርማሪ ኮምሽን ሰብኣዊ መሰላት|መርማሪ ኮምሽን ሰብኣዊ መሰላት	NIL
3	ኦሬንታል ኣብያተ ክርስትያናት|ኦሬንታል ኣብያተ ክርስትያናት	ኦሬንታል ኣብያተ ክርስትያናት|ኦሬንታል ኣብያተ ክርስትያናት	NIL
3	ሰራዊት-ሕድሪ|ሰራዊት-ሕድሪ	ሰራዊት-ሕድሪ|ሰራዊት-ሕድሪ	NIL
3	ሳልሕ|ሳልሕ	ሳልሕ|ሳልሕ	NIL
3	ሃይርሌ|ሃይርሌ	ሃይርሌ|ሃይርሌ	NIL
3	ጉጂ|ጉጂ	ጉጂ|ጉጂ	NIL
3	ሃዊ|ሃዊ	ሃዊ|ሃዊ	NIL
3	ትራምፕ|ትራምፕ	ትራምፕ|ትራምፕ	NIL
3	ኢጋድ|ኢጋድ	ኢጋድ|ኢጋድ	NIL
3	#SSudan|#SSudan	#SSudan|#SSudan	NIL
3	ደምበላስን|ደምበላስን	ደምበላስን|ደምበላስን	NIL
3	ህግደፍን|ህግደፍን	ህግደፍን|ህግደፍን	NIL
3	U.N.H.C.R|U.N.H.C.R	U.N.H.C.R|U.N.H.C.R	NIL
3	ኣምቦን|ኣምቦን	ኣምቦን|ኣምቦን	NIL
3	ኣፍሪካዊያን|ኣፍሪካዊያን	ኣፍሪካዊያን|ኣፍሪካዊያን	NIL
3	ኣባሮ|ኣባሮ	ኣባሮ|ኣባሮ	NIL
3	ኣዳማ|ኣዳማ	ኣዳማ|ኣዳማ	NIL
3	ቋሓይንን|ቋሓይንን	ቋሓይንን|ቋሓይንን	NIL
3	ፍራንሰስ|ፍራንሰስ	ፍራንሰስ|ፍራንሰስ	NIL
3	ሽዋ|ሽዋ	ሽዋ|ሽዋ	NIL
3	ዓዲ-ጥልያን|ዓዲ-ጥልያን	ዓዲ-ጥልያን|ዓዲ-ጥልያን	NIL
3	መራራ ጉዲና|መራራ ጉዲና	መራራ ጉዲና|መራራ ጉዲና	NIL
3	#Italy|#Italy	#Italy|#Italy	NIL
