152	#Ethiopia|#Ethiopia	NIL	NIL
143	#Eritrea|#Eritrea	#Eritrea | #Eritrea	NIL
93	ኦሮምያ|ኦሮምያ	NIL	NIL
83	#VOATigrigna|#VOATigrigna	#VOATigrigna | #VOATigrigna	NIL
79	#VOA|#VOA	#VOA | #VOA	NIL
55	ኦሮሚያ|ኦሮሚያ	Oromia, Oromia	NIL
38	ህግደፍ|ህግደፍ	Law | law	NIL
35	ኣምሓራ|ኣምሓራ	Amirah	NIL
35	ኦሮሞ|ኦሮሞ	Oromo Oromo	NIL
34	ኣሜሪካ|ኣሜሪካ	NIL	6252001
31	ኤርትራውያን|ኤርትራውያን	Eritreans | Eritreans	NIL
24	ዳዒሽ|ዳዒሽ	Daish | daisy	NIL
24	ሶማል|ሶማል	NIL	NIL
22	@VOATigrigna:|@VOATigrigna:	@VOATigrigna: | @VOATigrigna:	NIL
17	እንጦንዮስ|እንጦንዮስ	Othio!	NIL
16	ሕቡራት ሃገራት|ሕቡራት ሃገራት	The nations of the world | the rights of the nations	NIL
15	ኣዲስ ኣበባን|ኣዲስ ኣበባን	New Awesome | New Awesome |	NIL
15	ኣመሪካ|ኣመሪካ	NIL	6252001
15	ዳዕሽ|ዳዕሽ	Your post |	NIL
15	#Somalia|#Somalia	#Somalia|#Somalia	NIL
14	ጀነቫ|ጀነቫ	Genoa | Genoa	NIL
13	ኣል-ሸባብ|ኣል-ሸባብ	Al-Shabaab | al-Shabaab	NIL
13	ፈረንሳ|ፈረንሳ	French | French	NIL
10	ኢሳይያስ|ኢሳይያስ	Isaiah | Isaiah	NIL
10	ውድብ ጥዕና ዓለም|ውድብ ጥዕና ዓለም	Precious Wonders |	NIL
10	ኦሮምያን|ኦሮምያን	Oromian Oromian	NIL
10	ኣምነስቲ ኢንተርናሽናል|ኣምነስቲ ኢንተርናሽናል	Amnesty International | Amnesty International	NIL
9	#Oromia|#Oromia	#Oromia|#Oromia	NIL
9	ግብጺ|ግብጺ	Goals |	NIL
9	#Kenya|#Kenya	NIL	NIL
9	ኣፍሪካ|ኣፍሪካ	NIL	6255146
9	ባራክ ኦባማ|ባራክ ኦባማ	Barack Obama | Barack Obama	NIL
8	ቱርኪ|ቱርኪ	Turkey | Turkey	NIL
8	ጋሽ ባርካ|ጋሽ ባርካ	NIL	448500
8	ኒውዮርክ|ኒውዮርክ	New York: New York	NIL
8	ጌታቸው ረዳ|ጌታቸው ረዳ	Their Lord sustained, their Lord helped them	NIL
8	ኣንጎላ|ኣንጎላ	Angola | Angola	NIL
8	ወለጋ|ወለጋ	Search | Search	NIL
7	ስርት|ስርት	Sand |	NIL
7	ሃረርጌ|ሃረርጌ	Harar | Harar	NIL
7	ኦህዴድ|ኦህዴድ	Obedid | Obed	NIL
7	ኣምቦ|ኣምቦ	Ambo | Ambo	NIL
7	ሚኒስትሪ ጥዕና|ሚኒስትሪ ጥዕና	Sub-Saharan Africa	NIL
7	ዴምህት|ዴምህት	Password | password	NIL
7	ፈይሳ ለሊሳ|ፈይሳ ለሊሳ	Felice Lissa | Felicia Lisa	NIL
7	ሸገራብ|ሸገራብ	Shqem |	NIL
6	ከለን|ከለን	With us | our |	NIL
6	ኣምሓራን|ኣምሓራን	Oh my god	NIL
6	#OromoProtests|#OromoProtests	#OromoProtests|#OromoProtests	NIL
6	ኣህጉራዊ ውድብ ስደት|ኣህጉራዊ ውድብ ስደት	Continental Horse Persecution | Continental Horror Persecution	NIL
6	ድሬዳዋ|ድሬዳዋ	NIL	338832
6	ዙማ|ዙማ	NIL	NIL
6	ዶቸ ቬለ|ዶቸ ቬለ	Dirty Wales | Deutsche Welle	NIL
6	ሶርያን|ሶርያን	Syrians | Syria	NIL
6	#VOATIGRIGNA|#VOATIGRIGNA	#VOATIGRIGNA | #VOATIGRIGNA	NIL
6	ህወሓት|ህወሓት	TPLF | TPLF	NIL
6	ወልቃይት|ወልቃይት	Wolffit | Wolfferty	NIL
5	ለቀምቲ|ለቀምቲ	To Ttti | Ta'ti	NIL
5	ኣፍሪቃውያን|ኣፍሪቃውያን	An African, a pharaoh	NIL
5	ካናዳን|ካናዳን	Canada	NIL
5	ሰቲት ሑመራ|ሰቲት ሑመራ	Mathew Hummel |	NIL
5	#USA|#USA	#USA | #USA	NIL
5	#ارتريا|#ارتريا	# Eritrea. # Eritrea	NIL
5	መድሃኔ ይሕደጎ መርእድ|መድሃኔ ይሕደጎ መርእድ	The Medreroion's Guide to Mediators	NIL
5	ትግራይን|ትግራይን	Tigray. Tigray	NIL
5	ነቀምቲ|ነቀምቲ	NIL	NIL
5	ሊብያን|ሊብያን	Libyan | Libyan	NIL
5	ሊብያውያን|ሊብያውያን	Libyans. Libyans	NIL
4	ኤስደለ|ኤስደለ	Escort |	NIL
4	ኣንዋር መስጊድ|ኣንዋር መስጊድ	Anwar Mosque Ainyan Mosque	NIL
4	ሸዋ|ሸዋ	Shoa | Shoa	NIL
4	ምብራቕን|ምብራቕን	Devils	NIL
4	ሬድዮ ኤረና|ሬድዮ ኤረና	Radio Arena | Radio Arena	NIL
4	ወያነ|ወያነ	Wow!	NIL
4	ሮቢት|ሮቢት	NIL	NIL
4	#Libya|#Libya	#Libya|#Libya	NIL
4	ወልቃይት ፀገዴ|ወልቃይት ፀገዴ	NIL	NIL
4	ሁማን ራይትስ ዎች|ሁማን ራይትስ ዎች	Human Rights Watch | Human Rights Watch	NIL
