Penn	IL5_DF_020521_20170505_H0040MWIB-0	 [sudaane]	IL5_DF_020521_20170505_H0040MWIB:544-546	366755	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-1	 [tegeraaye]	IL5_DF_020521_20170505_H0040MWIB:432-435	444187	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-2	 [[?]teyophayaa]	IL5_DF_020521_20170505_H0040MWIB:640-644	5855927	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-3	 [tegeraaye]	IL5_DF_020521_20170505_H0040MWIB:2303-2306	444187	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-4	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:88-92	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-5	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:268-272	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-6	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:1343-1347	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-7	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:1557-1561	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-8	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:1903-1907	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-9	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:2078-2082	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-10	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:2451-2455	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-11	 [[?]teyopheyaa]	IL5_DF_020521_20170505_H0040MWIB:2518-2522	337996	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-12	 [dereedaawaa]	IL5_DF_020521_20170505_H0040MWIB:205-208	338832	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-13	 [dereedaawaa]	IL5_DF_020521_20170505_H0040MWIB:1636-1639	338832	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-14	 [dereedaawaa]	IL5_DF_020521_20170505_H0040MWIB:1764-1767	338832	GPE	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-15	 [haayelaselaasane]	IL5_DF_020521_20170505_H0040MWIB:152-158	NIL	PER	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-16	 [haayelaselaasane]	IL5_DF_020521_20170505_H0040MWIB:332-338	NIL	PER	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-17	 [hewahhaate]	IL5_DF_020521_20170505_H0040MWIB:510-513	NIL	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-18	 [[?]hewadage]	IL5_DF_020521_20170505_H0040MWIB:831-835	51537	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-19	 [nebibisi]	IL5_DF_020521_20170505_H0040MWIB:1694-1697	NIL	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-20	 ['aadise, raa'eye]	IL5_DF_020521_20170505_H0040MWIB:659-665	698740	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-21	 [daregene]	IL5_DF_020521_20170505_H0040MWIB:165-168	NIL	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-22	 [daregene]	IL5_DF_020521_20170505_H0040MWIB:345-348	NIL	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-23	 [darege]	IL5_DF_020521_20170505_H0040MWIB:384-386	2964843	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-24	 [darege]	IL5_DF_020521_20170505_H0040MWIB:466-468	2964843	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-25	 [darege]	IL5_DF_020521_20170505_H0040MWIB:619-621	2964843	ORG	NAM	1.0
Penn	IL5_DF_020521_20170505_H0040MWIB-26	 [darege]	IL5_DF_020521_20170505_H0040MWIB:2251-2253	2964843	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-0	 [tegeraaye]	IL5_NW_020060_20150522_G0040KR05:935-938	444187	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-1	 [[?]teyopheyaa]	IL5_NW_020060_20150522_G0040KR05:9-13	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-2	 [[?]teyopheyaa]	IL5_NW_020060_20150522_G0040KR05:91-95	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-3	 [[?]teyopheyaa]	IL5_NW_020060_20150522_G0040KR05:367-371	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-4	 [[?]teyopheyaa]	IL5_NW_020060_20150522_G0040KR05:1254-1258	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-5	 ['aaferikaa]	IL5_NW_020060_20150522_G0040KR05:1468-1471	953987	LOC	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-6	 ['oromiyaa]	IL5_NW_020060_20150522_G0040KR05:821-824	53707	GPE	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-7	 [hheberate, 'aaferikaa]	IL5_NW_020060_20150522_G0040KR05:1241-1249	953987	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-8	 [hheberate, 'aaferikaa]	IL5_NW_020060_20150522_G0040KR05:1339-1347	953987	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-9	 [samaayaawi, paareti]	IL5_NW_020060_20150522_G0040KR05:644-651	1172451	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-10	 ['aamenaseti, [?]netarenaashenaale]	IL5_NW_020060_20150522_G0040KR05:47-60	NIL	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-11	 ['aamenaseti, [?]netarenaashenaale]	IL5_NW_020060_20150522_G0040KR05:178-191	NIL	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-12	 ['aamenaseti, [?]netarenaashenaale]	IL5_NW_020060_20150522_G0040KR05:287-300	NIL	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-13	 [ne'aameneseti, [?]netarenaashenaale]	IL5_NW_020060_20150522_G0040KR05:653-667	51537	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-14	 ['aamenaseti, [?]netarenaashenaale]	IL5_NW_020060_20150522_G0040KR05:1305-1318	NIL	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-15	 [meberaaqhe, 'aaferikaa,qareni]	IL5_NW_020060_20150522_G0040KR05:308-320	6553153	LOC	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-16	 ['aaferikaa,qareni, 'aaferikaane]	IL5_NW_020060_20150522_G0040KR05:313-326	239880	LOC	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-17	 [`aabayeti, qaalaayaatene]	IL5_NW_020060_20150522_G0040KR05:328-337	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-18	 [Muthoni, Wanyeki]	IL5_NW_020060_20150522_G0040KR05:339-353	137956	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-19	 [waaneyaki]	IL5_NW_020060_20150522_G0040KR05:1423-1426	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-20	 [hhelufe, kaahhesaaye]	IL5_NW_020060_20150522_G0040KR05:958-965	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-21	 [baqala, garebaane]	IL5_NW_020060_20150522_G0040KR05:770-777	676919	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-22	 [nagaa,ri[?]yote, 'aalamune]	IL5_NW_020060_20150522_G0040KR05:1083-1094	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-23	 ['aamalekitu'lo.nepaarelaamaa, [?]teyopheyaa]	IL5_NW_020060_20150522_G0040KR05:669-687	337996	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-24	 ['esekenedere, nagaa,ri[?]yote]	IL5_NW_020060_20150522_G0040KR05:1076-1089	2646177	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-25	 ['oromo, feedaraalaawi, konegerasene/maderake]	IL5_NW_020060_20150522_G0040KR05:792-812	337996	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-26	 [wubeshate, taayane]	IL5_NW_020060_20150522_G0040KR05:1096-1103	3333174	PER	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-27	 [`aaranaa, maderakxe]	IL5_NW_020060_20150522_G0040KR05:944-951	4137578	ORG	NAM	1.0
Penn	IL5_NW_020060_20150522_G0040KR05-28	 [yehhebere.haagaraawi, borede, merechaa]	IL5_NW_020060_20150522_G0040KR05:594-610	54225	ORG	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-0	 [nemeedeteraaniyaane]	IL5_NW_020060_20150616_G0040KQZ7:258-265	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-1	 [meedeteraaniyaane]	IL5_NW_020060_20150616_G0040KQZ7:494-500	363196	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-2	 [meedeteraaniyaane, baahherene]	IL5_NW_020060_20150616_G0040KQZ7:1097-1108	290291	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-3	 [sudaane]	IL5_NW_020060_20150616_G0040KQZ7:1281-1283	366755	GPE	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-4	 [besaahhelene]	IL5_NW_020060_20150616_G0040KQZ7:1091-1095	5909050	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-5	 ['aaweropaa]	IL5_NW_020060_20150616_G0040KQZ7:279-282	6255148	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-6	 ['aaweropaa]	IL5_NW_020060_20150616_G0040KQZ7:759-762	6255148	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-7	 ['aaferikaawiyaane]	IL5_NW_020060_20150616_G0040KQZ7:6-12	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-8	 ['aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:51-54	953987	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-9	 ['aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:63-66	953987	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-10	 ['aaferikaawiyaane]	IL5_NW_020060_20150616_G0040KQZ7:97-103	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-11	 ['aaferikaawiyaane]	IL5_NW_020060_20150616_G0040KQZ7:205-211	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-12	 ['aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:958-961	953987	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-13	 [dabube, 'aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:515-522	953987	GPE	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-14	 [dabube, 'aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:627-634	953987	GPE	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-15	 [johaanesebarege]	IL5_NW_020060_20150616_G0040KQZ7:163-169	993800	GPE	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-16	 [hheberate, 'aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:140-148	953987	ORG	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-17	 [`aalamelakxa, tekaale, sedatanyaataate]	IL5_NW_020060_20150616_G0040KQZ7:299-314	6269554	ORG	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-18	 [tehheti, sehaaraa, 'aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:422-433	NIL	LOC	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-19	 [nikozaazaanaa, delaamini-zumaa]	IL5_NW_020060_20150616_G0040KQZ7:939-951	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-20	 ['omaare, 'aale-bashere]	IL5_NW_020060_20150616_G0040KQZ7:1292-1301	1213642	PER	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-21	 [komeshene, hheberate, 'aaferikaa]	IL5_NW_020060_20150616_G0040KQZ7:924-937	953987	ORG	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-22	 [jaakobe, zumaa]	IL5_NW_020060_20150616_G0040KQZ7:643-648	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150616_G0040KQZ7-23	 [zumaa.kulaatenaa]	IL5_NW_020060_20150616_G0040KQZ7:827-833	NIL	PER	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-0	 [[?]teyopheyaane]	IL5_NW_020060_20150814_G0040KQY4:4-9	NIL	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-1	 [[?]teyopheyaa]	IL5_NW_020060_20150814_G0040KQY4:52-56	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-2	 [[?]teyopheyaa]	IL5_NW_020060_20150814_G0040KQY4:162-166	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-3	 [[?]teyopheyaa]	IL5_NW_020060_20150814_G0040KQY4:262-266	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-4	 [[?]teyopheyaa]	IL5_NW_020060_20150814_G0040KQY4:335-339	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-5	 [[?]teyopheyaa]	IL5_NW_020060_20150814_G0040KQY4:418-422	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-6	 [Ethiopia]	IL5_NW_020060_20150814_G0040KQY4:590-597	337996	GPE	NAM	1.0
Penn	IL5_NW_020060_20150814_G0040KQY4-7	 ['aamarikaa]	IL5_NW_020060_20150814_G0040KQY4:327-330	6252001	GPE	NAM	1.0
